chunk_id,title,date,content_preview,full_content,vector_score,llm_score,begruendung,manual_score,notes
chunk_29,Homosexuelle auf dem Vormarsch,21/09/1975,Begründung: Der Text beschreibt die zunehmende gesellschaftliche Akzeptanz von Homosexualität in Großbritannien und die Forderungen nach rechtlicher Gleichstellung. Dies bietet einen internationalen V...,"Liebe zwischen Männern wird gesellschaftsfähig: Nachdem Jean Marais, jahrzehntelang Herzbube des Dichters Jean Cocteau, in seinen Erinnerungen Intimes aus seinem homoerotischen Leben zu zweit erzählt hat (in deutscher Sprache jetzt bei Kindler erschienen), bekannte sich kürzlich Angus Wilson, der englische Romancier, auf einer Homosexuellen-Kundgebung in der Stadthalle von Sheffield zu der Lebensfreundschaft mit einem Mann, mit dem er bereits »Silberhochzeit« feiern konnte. Zu dem Kongreß waren mehr als 1000 Mitglieder der »Kampagne für sexuelle Gleichberechtigung« gekommen, die eine weitere Liberalisierung der englischen Strafgesetze forderten: Die »Schutzgrenze« für Jugendliche soll von 21 auf 16 Jahre herabgesetzt werden, und homosexuelle Betätigung soll auch unter den Mitgliedern des Militärs erlaubt sein.",0.7139760255813599,7,"Der Text beschreibt die zunehmende gesellschaftliche Akzeptanz von Homosexualität in Großbritannien und die Forderungen nach rechtlicher Gleichstellung. Dies bietet einen internationalen Vergleich und zeigt, wie sich die gesellschaftliche Wahrnehmung von Homosexualität verändert. Die Erwähnung prominenter Persönlichkeiten und deren öffentliche Bekenntnisse ist relevant für die Analyse der gesellschaftlichen Wandlungsprozesse.",3,
chunk_6,Späte Milde,11/05/1969,Begründung: Der Text beschreibt verschiedene Lebensumstände von Homosexuellen und die gesellschaftlichen Reaktionen darauf. Diese Beschreibungen bieten wertvolle Einblicke in die gesellschaftlichen Wa...,"Im Preußischen Landrecht aber blieb seit 1794 die Drohung erhalten, daß »widernatürliche Unzucht zwischen Personen männlichen Geschlechts« mit Gefängnis zu bestrafen sei, und sie ging 1871 -- seither formuliert im Paragraphen 175 -- in das Strafgesetzbuch des Reiches ein. »Widernatürliche Unzucht ist todeswürdig« -- mit diesem Satz des SS-Unterführers und Professors für germanische Rechts- und Religionsgeschichte Karl August Eckhardt im »Schwarzen Korps« vom 22. Mai 1935 wurde dann neuerlich, diesmal von Staats wegen, der Pogrom gegen die Homosexuellen eröffnet. Das war 38 Jahre nachdem mehrere tausend hochangesehene deutsche Mediziner, Juristen, Wissenschaftler, Künstler und Politiker mit einer (von dem Berliner Sexualforscher Dr. Magnus Hirschfeld inspirierten) Unterschriftensammlung den Reichstag hatten bestimmen wollen, den leidigen Paragraphen 175 abzuschaffen. Die Reichstags-Petition hatte den Paragraphen 175 rundheraus »für unvereinbar mit der fortgeschrittenen Erkenntnis« erklärt und den gesicherten Wissensstand schon der damaligen Zeit getreulich referiert, so etwa »daß Niemandem eine sittliche Schuld an einer solchen (homosexuellen) Gefühlsanlage beizumessen ist«, »daß das bestehende Gesetz noch keinen Konträrsexuellen von seinem Triebe befreit, wohl aber sehr viel brave, nützliche Menschen ungerecht in Schande, Verzweiflung, ja Irrsinn und Tod gejagt« habe, »daß diese Bestimmungen einem ausgedehnten Erpressertum und einer höchst verwerflichen männlichen Prostitution größten Vorschub geleistet haben« -- und sie hatte, weit fortschrittlicher als nun der Entwurf von 1969, die Herabsetzung der Altersschutzgrenze auf 16 Jahre gefordert. Es war das erste und bisher letzte Mal, daß die Homosexuellen so etwas wie eine Lobby im deutschen Parlament hatten -- freilich ohne Erfolg. Und während in der Kampfzeit der Nationalsozialisten das Männerbündlerische offenkundig noch eine bedeutsame Rolle gespielt hatte, war dann, als es galt, die Spießgesellen von einst zu liquidieren, bald auch die neue Zielsetzung bei der Verfolgung Homosexueller klar. »Auch in der Beurteilung der Homosexualität«, schrieb SS-Professor Eckhardt, »müssen wir zurückkehren zu dem nordischen Leitgedanken der Ausmerzung der Entarteten.« Fast auf den Tag genau ein Jahr nach der Ermordung des homosexuellen Kampfgefährten Ernst Röhm, am 26. Juni 1935, wurde der verschärfte Paragraph 175 verkündet. Er sah unter anderem für gewerbsmäßige gleichgeschlechtliche Unzucht unter Männern Zuchthausstrafe bis zu zehn Jahren vor und richtete sich nun auch gegen homosexuelle Kontakte aller Art (nicht wie bis dahin nur gegen beischlafähnliche Handlungen). In dieser Fassung war der Paragraph bislang auch noch in der Bundesrepublik gültig. Sprunghaft nahmen nach der Verkündung des NS-Gesetzes Denunziation und gerichtliche Verfolgung der Homosexualität in Deutschland zu.",0.6609082221984863,7,"Der Text liefert eine historische Rückschau auf die Entwicklung des Paragraphen 175 und die gesellschaftlichen und politischen Kräfte, die seine Beibehaltung oder Abschaffung beeinflussten. Die Erwähnung von Magnus Hirschfeld und die Petition gegen den Paragraphen bieten wertvolle historische Kontexte, die die Kontinuität und den Wandel in der Wahrnehmung von Homosexualität verdeutlichen. Der Text ist eine Schlüsseldokumentation der rechtlichen und gesellschaftlichen Entwicklungen.",3,
chunk_3,Schockierende Mängel,31/03/1953,Begründung: Der Text beschreibt die Entlassung von Homosexuellen aus dem amerikanischen auswärtigen Dienst und die damit verbundenen politischen und gesellschaftlichen Implikationen. Er bietet wertvol...,"Senator McCarthy: »Halten Sie es für richtig, dem Promotion Board (Ausschuß des Außenministeriums, der über die Beförderung der Beamten entscheidet) die Tatsache vorzuenthalten, daß ein Beamter sexuell abnormale Neigungen hat?« Zeuge Toumanoff: »Ja, Sir, ich halte es für richtig.« Senator Henry Jackson: »Angenommen, aus den Akten eines Beamten, der zur Beförderung vorgeschlagen ist, ergibt sich, daß er der homosexuellen Betätigung überführt ist. Würden Sie dann das Beweismaterial unterdrücken?« Zeuge Toumanoff: (schweigt beharrlich). Senator McCarthy: »Schwer, darauf eine Antwort zu geben, nicht wahr, Mr. Toumanoff?« Zeuge Toumanoff: »Allerdings!« Innerhalb von acht Tagen wurden Mitte März acht Homosexuelle aus dem amerikanischen auswärtigen Dienst »gefeuert«. Womit sich die Verlustziffer im Kalten Krieg der Diplomaten seit Dulles' Amtsantritt auf 21 und seit 1947 auf die eindrucksvolle Zahl von insgesamt 325 erhöht hat.",0.6488984227180481,7,Der Text beschreibt die Entlassung von Homosexuellen aus dem amerikanischen auswärtigen Dienst und die damit verbundenen politischen und gesellschaftlichen Implikationen. Er bietet wertvolle Einblicke in die internationale Dimension der Diskriminierung von Homosexuellen in den 1950er Jahren.,2,
chunk_19,Dreimal geschnitten,24/07/1951,Begründung: Der Text behandelt Filmzensur und hat keinerlei Bezug zur Thematik der Homosexualität oder der gesellschaftlichen Wahrnehmung dieser in den 1950er Jahren....,"Dann verweist er auf einen Paragraphen in den FSK-Bestimmungen: »Bei der Beurteilung sollen Zeitalter und Erdteile berücksichtigt werden.« Struep verweist auch auf Frankreich, Italien und England. Dort sehen die Zuschauer nach 15 Jahren wieder der Borgia Lust und Qual auf 2756 Meter Originallänge.",0.6748631000518799,0,Der Text behandelt Filmzensur und hat keinerlei Bezug zur Thematik der Homosexualität oder der gesellschaftlichen Wahrnehmung dieser in den 1950er Jahren.,0,
chunk_14,Nach Feierabend,04/12/1966,Begründung: Der Text bietet einen Vergleich der rechtlichen und gesellschaftlichen Behandlung von weiblicher und männlicher Homosexualität und beschreibt die Aktivitäten von lesbischen Organisationen....,"Lesbierinnen haben es leichter. Homosexualität unter Frauen ist in England wie in der Bundesrepublik straffrei. Autor Magee sieht dann auch eine Aufgabe der lesbischen Ladys darin, ihre gesetzliche Vorzugsstellung auszunutzen und in der Öffentlichkeit um Verständnis für die Situation der Homosexuellen beiderlei Geschlechts zu werben. Einen ersten Schritt auf diesem Weg sind die Lesbierinnen Englands bereits gegangen. Sie gründeten 1963 die »Minorities Research Group«, eine Vereinigung, die Interessentinnen darüber informiert, wo und wie sie einander kennenlernen können, und Wissenschaftler und Journalisten bei Recherchen über Homosexuellen-Probleme unterstützt. Wie ihre amerikanischen Geschlechtsgenossinnen, die sich bereits 1955 zur Gemeinschaft der »Töchter der Bilitis""*** zusammenfanden und eine eigene Zeitschrift herausgeben, veröffentlichen auch die britischen Töchter in ihrer Monatsschrift (»Arena Three«) Lebenshilfen für Lesbierinnen. Anfang dieses Jahres trug das sapphische Werben erste Frucht: Das britische Oberhaus verabschiedete ein Gesetz, dem zufolge homosexueller Verkehr zwischen willigen Erwachsenen künftig generell gestattet sein soll. *Homosexuell: gleichgeschlechtlich, von griech. homos = gleich (nicht lat. homo -Mann). **Bryan Magee: »One in Twenty«. Stein and Day, New York; 192 Seiten; 5,95 Dollar: ***Bilitis: Gespielin der Sappho.",0.7013453841209412,7,Der Text bietet einen Vergleich der rechtlichen und gesellschaftlichen Behandlung von weiblicher und männlicher Homosexualität und beschreibt die Aktivitäten von lesbischen Organisationen. Dies ist relevant für das Verständnis der unterschiedlichen gesellschaftlichen Wahrnehmungen und der beginnenden Homophilenbewegung.,3,
chunk_17,"»Bekennt, daß ihr anders seid«",11/03/1973,Begründung: Der Text bietet eine kritische Analyse der medizinischen und psychologischen Behandlung von Homosexualität und die gesellschaftlichen Vorurteile. Die Diskussion über die therapeutischen Ma...,"Die Kommentatoren (und nicht nur sie) fragen sich, »warum die Homosexualität unter Jugendlichen zwischen 18 und 21 Jahren schlechthin unter Strafe stehen soll ..., da der über 18 Jahre alte Täter ja nach den ausgesprochenen Absichten des Gesetzgebers selbst zum geschützten Personenkreis gehört«. Schließlich: »Warum die Homosexualität zwischen Siebzehnjährigen straflos, zwischen Achtzehnjährigen für beide strafbar und zwischen Einundzwanzigjährigen wieder straflos sein soll, dürfte kriminalpolitisch kaum begründet werden können.« So ist es. Daß in der Bundesrepublik das Schutzalter von 21 Jahren auf 18 Jahre gesenkt wird, ist im Strafrechts-Sonderausschuß schon so gut wie sicher. Strittig zwischen Koalition und Opposition ist im wesentlichen nur noch die Frage, ob Strichjungen weiterhin bestraft werden sollen. Die Opposition ist -- noch -- dafür. Die SPD will »den Strichjungen gestrichen wissen« (Ausschuß-Mitglied Hans de With) -- mithin seiner Kollegin, der Prostituierten, gleichstellen. Ausschuß-Vorsitzender Adolf Müller-Emmert (SPD) hofft gleichwohl, daß der neue Paragraph 175 noch vor der Osterpause vom Bundestag verabschiedet wird. Demgegenüber meint der Frankfurter Rechts-Professor Friedrich Geerds, daß man »im Grunde den ganzen Paragraphen 175 abschaffen könnte«. Denn qualifizierte Tatbestände dieses Paragraphen, wie Verführung Minderjähriger, Mißbrauch des Abhängigkeitsverhältnisses und gewerbsmäßige Unzucht ließen sich auch mit anderen Paragraphen erfassen. Empfindlicher als jedes Strafgesetz trifft die Homosexuellen das ungeschriebene Gesetz der Gesellschaft, das sich nicht mit einem Federstrich beseitigen läßt. Geerds: »Auch bei Straflosigkeit bleibt der Homosexuelle ein Gegenstand unverhohlener Verachtung und gesellschaftlicher Ächtung. Er hat daher weiter viel, sehr viel Anlaß, seine andersartige Veranlagung nicht zur Schau zu stellen, sondern sie im Gegenteil so sehr wie irgend möglich zu verbergen.« Wachgehalten und verstärkt werden die Antipathien auch von Kathedern und Kanzeln aus. Denn noch immer zählt die Homosexualität für viele Frommen zu den »schweren und himmelschreienden Sünden« (katholisches »Lexikon für Theologie und Kirche«). Doch Vorurteile gegen und falsche Vorstellungen über Homosexualität befinden sich keineswegs im Alleinbesitz der nicht-homosexuellen Allgemeinheit. Auch die Betroffenen sehen sich vielfach selber falsch, nämlich so, wie die Gesellschaft sie sieht, der sie sich anpassen möchten. Und auch darüber, »wovon es abhängt, ob ein Mensch homosexuell wird oder nicht«, waren sich die von Dannecker und Reiche befragten Homosexuellen so wenig wie die Wissenschaft einig. Zwei Drittel neigen zur »Angeboren«-These, der Rest zur »Erworben«-Theorie.",0.6937181949615479,8,Der Text bietet eine detaillierte Diskussion über die rechtlichen und gesellschaftlichen Aspekte des Paragraphen 175 und die damit verbundenen Debatten. Die Erwähnung von Schutzaltersänderungen und die gesellschaftliche Ächtung von Homosexuellen liefern wichtige Informationen über die rechtlichen und sozialen Veränderungen in der Wahrnehmung von Homosexualität. Die Zitate von Politikern und Wissenschaftlern bieten wertvolle Perspektiven auf die gesellschaftlichen Wandlungsprozesse.,3,
chunk_11,Homo-Romanze im Fernsehen,15/05/1977,"Begründung: Der Text beschreibt die Kontroversen um die Darstellung von Homosexualität im Fernsehen und die Reaktionen darauf. Dies ist relevant, um die gesellschaftliche Akzeptanz und die mediale Dar...","Die Schwulen haben ihn, den Schwulen, schon als »Verräter« beschimpft und ihm Morddrohungen geschickt. Homosexuelle. sagt der Schweizer Schriftsteller Alexander Ziegler, »wollen nicht raus aus dem Getto, sie haben Angst vor der Öffentlichkeit«. Nun bringt der einschlägig vorbestrafte Autor (""Zellengeflüster«, »Labyrinth"") Homo-Intimitäten sogar auf den Bildschirm. Im WDR-Auftrag verfilmt Wolfgang Petersen gegenwärtig Zieglers autobiographischen Bericht »Die Konsequenz« -- eine Liebesgeschichte zwischen einem 16jährigen und einem wesentlich älteren Strafgefangenen. Ziegler, der sich in seiner »Haut durchaus wohl fühlt«, hält das TV-Publikum für tolerant genug, die Päderasten-Romanze zu verstehen: »Die Gesellschaft bringt oft mehr Verständnis für die Homosexuellen auf als letztere für die Gesellschaft.«",0.7084978222846985,6,"Der Text beschreibt die Kontroversen um die Darstellung von Homosexualität im Fernsehen und die Reaktionen darauf. Dies ist relevant, um die gesellschaftliche Akzeptanz und die mediale Darstellung von Homosexualität zu verstehen. Die Erwähnung von Morddrohungen und der Angst vor Öffentlichkeit bietet Einblicke in die Herausforderungen, denen Homosexuelle gegenüberstehen.",3,
chunk_8,Curzio Malaparte: »Der Zerfall«.,06/03/1962,"Begründung: ""Curzio Malaparte: »Der Zerfall«"" erwähnt Homosexualität im Kontext einer kulturellen und politischen Analyse, was einen gewissen Einblick in die zeitgenössische Wahrnehmung und Argumentat...","Der Nachlaßband des 1957 gestorbenen Toskaners Kurt Suckert, der sich - ein ins Negative gekehrter Bonaparte der Literatur - Malaparte nannte, enthält zwei Essays und ein längeres Romanfragment, »Die verwesende Mutter«, dessen Inhalt an die skandallüsternen Romane von der Aktivität deutscher und alliierter Kriegsknechte, »Kaputt« und »Die Haut«, erinnert. Am Sterbebett seiner Mutter stellt sich Malaparte das Thema der geistigen und sittlichen Verwesung Europas in Kriegs- und Nachkriegszeit. Als besonders augenfälliges Dekompositionsmerkmal gilt ihm eine Welle von meist mit kommunistischen Attitüden gepaarter Homosexualität, die er auch in den beiden Essays behandelt und psychoanalytisch als »instinktive Reaktion gegen den Totalitarismus« deutet. (Stahlberg Verlag, Karlsruhe; 224 Seiten; 14,80 Mark.)",0.6332436203956604,5,"""Curzio Malaparte: »Der Zerfall«"" erwähnt Homosexualität im Kontext einer kulturellen und politischen Analyse, was einen gewissen Einblick in die zeitgenössische Wahrnehmung und Argumentation bietet, jedoch nicht im Detail auf die gesellschaftliche Wahrnehmung oder rechtliche Aspekte eingeht.",2,
chunk_27,"»Bekennt, daß ihr anders seid«",11/03/1973,"Begründung: Der Text bietet Einblicke in die Subkultur der Homosexuellen und die gesellschaftlichen Herausforderungen, denen sie gegenüberstehen. Die Diskussion über die gesellschaftliche Ächtung und ...","Die Kommentatoren (und nicht nur sie) fragen sich, »warum die Homosexualität unter Jugendlichen zwischen 18 und 21 Jahren schlechthin unter Strafe stehen soll ..., da der über 18 Jahre alte Täter ja nach den ausgesprochenen Absichten des Gesetzgebers selbst zum geschützten Personenkreis gehört«. Schließlich: »Warum die Homosexualität zwischen Siebzehnjährigen straflos, zwischen Achtzehnjährigen für beide strafbar und zwischen Einundzwanzigjährigen wieder straflos sein soll, dürfte kriminalpolitisch kaum begründet werden können.« So ist es. Daß in der Bundesrepublik das Schutzalter von 21 Jahren auf 18 Jahre gesenkt wird, ist im Strafrechts-Sonderausschuß schon so gut wie sicher. Strittig zwischen Koalition und Opposition ist im wesentlichen nur noch die Frage, ob Strichjungen weiterhin bestraft werden sollen. Die Opposition ist -- noch -- dafür. Die SPD will »den Strichjungen gestrichen wissen« (Ausschuß-Mitglied Hans de With) -- mithin seiner Kollegin, der Prostituierten, gleichstellen. Ausschuß-Vorsitzender Adolf Müller-Emmert (SPD) hofft gleichwohl, daß der neue Paragraph 175 noch vor der Osterpause vom Bundestag verabschiedet wird. Demgegenüber meint der Frankfurter Rechts-Professor Friedrich Geerds, daß man »im Grunde den ganzen Paragraphen 175 abschaffen könnte«. Denn qualifizierte Tatbestände dieses Paragraphen, wie Verführung Minderjähriger, Mißbrauch des Abhängigkeitsverhältnisses und gewerbsmäßige Unzucht ließen sich auch mit anderen Paragraphen erfassen. Empfindlicher als jedes Strafgesetz trifft die Homosexuellen das ungeschriebene Gesetz der Gesellschaft, das sich nicht mit einem Federstrich beseitigen läßt. Geerds: »Auch bei Straflosigkeit bleibt der Homosexuelle ein Gegenstand unverhohlener Verachtung und gesellschaftlicher Ächtung. Er hat daher weiter viel, sehr viel Anlaß, seine andersartige Veranlagung nicht zur Schau zu stellen, sondern sie im Gegenteil so sehr wie irgend möglich zu verbergen.« Wachgehalten und verstärkt werden die Antipathien auch von Kathedern und Kanzeln aus. Denn noch immer zählt die Homosexualität für viele Frommen zu den »schweren und himmelschreienden Sünden« (katholisches »Lexikon für Theologie und Kirche«). Doch Vorurteile gegen und falsche Vorstellungen über Homosexualität befinden sich keineswegs im Alleinbesitz der nicht-homosexuellen Allgemeinheit. Auch die Betroffenen sehen sich vielfach selber falsch, nämlich so, wie die Gesellschaft sie sieht, der sie sich anpassen möchten. Und auch darüber, »wovon es abhängt, ob ein Mensch homosexuell wird oder nicht«, waren sich die von Dannecker und Reiche befragten Homosexuellen so wenig wie die Wissenschaft einig. Zwei Drittel neigen zur »Angeboren«-These, der Rest zur »Erworben«-Theorie.",0.6926971077919006,7,Der Text bietet eine detaillierte Diskussion über die rechtlichen und gesellschaftlichen Aspekte des Paragraphen 175 und die damit verbundenen Debatten. Die Erwähnung von Schutzaltersänderungen und die gesellschaftliche Ächtung von Homosexuellen liefern wichtige Informationen über die rechtlichen und sozialen Veränderungen in der Wahrnehmung von Homosexualität. Die Zitate von Politikern und Wissenschaftlern bieten wertvolle Perspektiven auf die gesellschaftlichen Wandlungsprozesse.,3,
chunk_24,Nach Feierabend,04/12/1966,"Begründung: Der Text bietet eine detaillierte Diskussion über die Praktiken und gesellschaftlichen Wahrnehmungen von Homosexualität, einschließlich der Vorurteile und der medizinischen Sichtweise. Die...","Lesbierinnen haben es leichter. Homosexualität unter Frauen ist in England wie in der Bundesrepublik straffrei. Autor Magee sieht dann auch eine Aufgabe der lesbischen Ladys darin, ihre gesetzliche Vorzugsstellung auszunutzen und in der Öffentlichkeit um Verständnis für die Situation der Homosexuellen beiderlei Geschlechts zu werben. Einen ersten Schritt auf diesem Weg sind die Lesbierinnen Englands bereits gegangen. Sie gründeten 1963 die »Minorities Research Group«, eine Vereinigung, die Interessentinnen darüber informiert, wo und wie sie einander kennenlernen können, und Wissenschaftler und Journalisten bei Recherchen über Homosexuellen-Probleme unterstützt. Wie ihre amerikanischen Geschlechtsgenossinnen, die sich bereits 1955 zur Gemeinschaft der »Töchter der Bilitis""*** zusammenfanden und eine eigene Zeitschrift herausgeben, veröffentlichen auch die britischen Töchter in ihrer Monatsschrift (»Arena Three«) Lebenshilfen für Lesbierinnen. Anfang dieses Jahres trug das sapphische Werben erste Frucht: Das britische Oberhaus verabschiedete ein Gesetz, dem zufolge homosexueller Verkehr zwischen willigen Erwachsenen künftig generell gestattet sein soll. *Homosexuell: gleichgeschlechtlich, von griech. homos = gleich (nicht lat. homo -Mann). **Bryan Magee: »One in Twenty«. Stein and Day, New York; 192 Seiten; 5,95 Dollar: ***Bilitis: Gespielin der Sappho.",0.6885673403739929,7,Der Text bietet einen Vergleich der rechtlichen und gesellschaftlichen Behandlung von weiblicher und männlicher Homosexualität und beschreibt die Aktivitäten von lesbischen Organisationen. Dies ist relevant für das Verständnis der unterschiedlichen gesellschaftlichen Wahrnehmungen und der beginnenden Homophilenbewegung.,3,
chunk_1,Späte Milde,11/05/1969,Begründung: Der Text bietet eine wissenschaftliche Perspektive auf Homosexualität und diskutiert gesellschaftliche Vorurteile und die Normalität homosexuellen Verhaltens. Dies ist relevant für das Ver...,"Im Preußischen Landrecht aber blieb seit 1794 die Drohung erhalten, daß »widernatürliche Unzucht zwischen Personen männlichen Geschlechts« mit Gefängnis zu bestrafen sei, und sie ging 1871 -- seither formuliert im Paragraphen 175 -- in das Strafgesetzbuch des Reiches ein. »Widernatürliche Unzucht ist todeswürdig« -- mit diesem Satz des SS-Unterführers und Professors für germanische Rechts- und Religionsgeschichte Karl August Eckhardt im »Schwarzen Korps« vom 22. Mai 1935 wurde dann neuerlich, diesmal von Staats wegen, der Pogrom gegen die Homosexuellen eröffnet. Das war 38 Jahre nachdem mehrere tausend hochangesehene deutsche Mediziner, Juristen, Wissenschaftler, Künstler und Politiker mit einer (von dem Berliner Sexualforscher Dr. Magnus Hirschfeld inspirierten) Unterschriftensammlung den Reichstag hatten bestimmen wollen, den leidigen Paragraphen 175 abzuschaffen. Die Reichstags-Petition hatte den Paragraphen 175 rundheraus »für unvereinbar mit der fortgeschrittenen Erkenntnis« erklärt und den gesicherten Wissensstand schon der damaligen Zeit getreulich referiert, so etwa »daß Niemandem eine sittliche Schuld an einer solchen (homosexuellen) Gefühlsanlage beizumessen ist«, »daß das bestehende Gesetz noch keinen Konträrsexuellen von seinem Triebe befreit, wohl aber sehr viel brave, nützliche Menschen ungerecht in Schande, Verzweiflung, ja Irrsinn und Tod gejagt« habe, »daß diese Bestimmungen einem ausgedehnten Erpressertum und einer höchst verwerflichen männlichen Prostitution größten Vorschub geleistet haben« -- und sie hatte, weit fortschrittlicher als nun der Entwurf von 1969, die Herabsetzung der Altersschutzgrenze auf 16 Jahre gefordert. Es war das erste und bisher letzte Mal, daß die Homosexuellen so etwas wie eine Lobby im deutschen Parlament hatten -- freilich ohne Erfolg. Und während in der Kampfzeit der Nationalsozialisten das Männerbündlerische offenkundig noch eine bedeutsame Rolle gespielt hatte, war dann, als es galt, die Spießgesellen von einst zu liquidieren, bald auch die neue Zielsetzung bei der Verfolgung Homosexueller klar. »Auch in der Beurteilung der Homosexualität«, schrieb SS-Professor Eckhardt, »müssen wir zurückkehren zu dem nordischen Leitgedanken der Ausmerzung der Entarteten.« Fast auf den Tag genau ein Jahr nach der Ermordung des homosexuellen Kampfgefährten Ernst Röhm, am 26. Juni 1935, wurde der verschärfte Paragraph 175 verkündet. Er sah unter anderem für gewerbsmäßige gleichgeschlechtliche Unzucht unter Männern Zuchthausstrafe bis zu zehn Jahren vor und richtete sich nun auch gegen homosexuelle Kontakte aller Art (nicht wie bis dahin nur gegen beischlafähnliche Handlungen). In dieser Fassung war der Paragraph bislang auch noch in der Bundesrepublik gültig. Sprunghaft nahmen nach der Verkündung des NS-Gesetzes Denunziation und gerichtliche Verfolgung der Homosexualität in Deutschland zu.",0.6783416867256165,8,"Der Text liefert eine historische Rückschau auf die Entwicklung des Paragraphen 175 und die gesellschaftlichen und politischen Kräfte, die seine Beibehaltung oder Abschaffung beeinflussten. Die Erwähnung von Magnus Hirschfeld und die Petition gegen den Paragraphen bieten wertvolle historische Kontexte, die die Kontinuität und den Wandel in der Wahrnehmung von Homosexualität verdeutlichen. Der Text ist eine Schlüsseldokumentation der rechtlichen und gesellschaftlichen Entwicklungen.",2,
chunk_26,»KEIN MENSCH KANN IM SCHLAF SO WAS MACHEN«,23/08/1970,Begründung: Der Text bietet eine detaillierte Diskussion über den Paragraphen 175 und die gesellschaftlichen Vorurteile gegenüber Homosexualität. Die Debatte über die Gesetzgebung und die gesellschaft...,"Zwei 16jährige Homosexuelle können also zusammenleben bis sie 18 sind, müssen dann drei Jahre pausieren und dürfen danach ihre Beziehungen wieder aufnehmen. Wo steckt da die ratio legis? BAYERL: Ich bin mit Ihnen der Meinung, daß die Regelung des Paragraphen 175 sehr bedenklich ist. Wir haben überlegt, ob wir in unserem Entwurf eine Änderung vorschlagen sollten. Aber Paragraph 175 ist erst vor gut einem Jahr geändert worden SPIEGEL: ... unzureichend ... BAYERL: ... gewiß, aber der Gesetzgeber soll entscheiden, ob er nach einem Jahr schon wieder ändern will. SPIEGEL: Das geringe Alter einer wenig sinnvollen Strafnorm ist kein Argument dafür, daß sie erst einmal weitergelten soll -- Im Gegenteil. Sie können doch dem Parlament mit dem Entwurf eine vernünftigere Regelung empfehlen. Meinen Sie, der Bundestag wird gutheißen, wozu sich das Justizministerium nicht durchringen konnte? BAYERL: Abwarten. Es ist eine Frage der Rechtsstaatlichkeit, ob man das Strafrecht alle Jahre ändern soll. Man sollte das nur in Notfällen tun. Wir werden aber unsere Meinung zum Paragraphen 175 wenigstens andeutungsweise In die Begründung zum Entwurf schreiben. SPIEGEL: Bei dieser systemwidrigen Homosexuellen-Vorschrift -- Strafbarkeit nur während dreier Lebensjahre -- haben doch wohl weder Juristen oder Kriminologen noch Mediziner, sondern allenfalls Generäle mitgeredet, die um die Kampfkraft der Truppe bangen. BAYERL: Sie wissen, daß es damals in der Großen Koalition darüber Meinungsverschiedenheiten gegeben hat. Man hat sich auf diese Kompromißlösung geeinigt ... SPIEGEL: ... die auf die massiven Vorstellungen der Militärs zurückgeht ... BAYERL: ... auch darauf zurückgeht, sagen wir mal. SPIEGEL: Belegt diese Vorschrift nicht, wie das gesetzgeberische Vorurteil gegenüber der Homosexualität fortwirkt? BAYERL: Sie haben recht: Es sind im wesentlichen die Vorurteile in unserer Gesellschaft, weshalb man an dieser Strafvorschrift festhalten will. SPIEGEL: Warum soll -- ein weiteres Beispiel -- die Prostitution Homosexueller verboten und mit fünf Jahren Freiheitsstrafe bedroht sein, während die heterosexuelle Prostitution straflos bleibt? Genügen da nicht polizeiliche Ordnungsvorschriften? BAYERL: Sie bringen mich da in Schwierigkeiten. Ich sehe auch keinen Sinn darin, die männliche Prostitution zu bestrafen und die weibliche nicht. SPIEGEL: Der Entwurf will die Regelstrafe für Notzucht von einem Jahr auf zwei Jahre heraufsetzen. Vertraut das Bundesjustizministerium, das mit dem neuen Sexualstrafrecht doch wohl moderner wissenschaftlicher Erkenntnis und auch dem Wandel der allgemeinen Sexualmoral Rechnung tragen will, hier wieder der längst widerlegten Abschreckungswirkung? Oder soll die Verdoppelung der Strafe für Vergewaltigung Wählerstimmen bringen? BAYERL: Nein. Wenn wir auf Wählerstimmen aus wären, dürften wir das Sexualstrafrecht in dieser Weise überhaupt nicht reformieren.",0.6731444597244263,9,Der Text bietet eine detaillierte Diskussion über den Paragraphen 175 und die gesellschaftlichen Vorurteile gegenüber Homosexualität. Die Debatte über die Gesetzgebung und die gesellschaftlichen Einstellungen ist zentral für das Verständnis der Veränderungen in der Berichterstattung und der gesellschaftlichen Wahrnehmung.,3,
