"chunk_id","primary_relevance_score","vector_similarity_score","llm_evaluation_score","score_difference","titel","datum","jahrgang","ausgabe","autoren","schlagworte","untertitel","url","nr_in_issue","time_window","evaluation_text","content_preview","content_length","full_content"
"29","0.6","0.7474477887153625","0.6","-0.14744778871536257","URTEILE","1956-02-28","1956","9","","","","https://www.spiegel.de/politik/urteile-a-f5735922-0002-0001-0000-000031587613?context=issue","","1953-1957","Score: 6.0/10 - Die Urteile über Entschädigungen für NS-Verfolgte bieten mäßig relevante Informationen zur rechtlichen Aufarbeitung der NS-Vergangenheit.","»Ein vom Nationalsozialismus Verfolgter hat keinen Anspruch auf Entschädigung irgendwelcher Art, wenn die Verfolgung erst nach Erreichung des 70. Lebensjahres begonnen hat.« (Oberlandesgericht Bremen....","978","»Ein vom Nationalsozialismus Verfolgter hat keinen Anspruch auf Entschädigung irgendwelcher Art, wenn die Verfolgung erst nach Erreichung des 70. Lebensjahres begonnen hat.« (Oberlandesgericht Bremen.) »Strafbare Untreue kann auch begehen, wer sich an Geld bereichert, das eine staatsfeindliche Organisation für staatsfeindliche Zwecke bereitgestellt hatte.« (Bundesgerichtshof.) »Es stellt eine Verletzung des allgemeinen Persönlichkeitsrechts dar, wenn klangliche Lebensäußerungen einer Person ohne deren Willen auf Tonband oder Draht, Platte oder ähnlichem derart aufgenommen und fixiert werden, daß sie reproduzierbar sind. Die Aufnahme von beleidigenden Äußerungen eines Ehegatten zu dem Zweck, die Tonbandaufnahmen im Eherechtsstreit als Beweismittel oder -hilfe zu verwenden, kann aber im Einzelfall gerechtfertigt sein, insbesondere wenn der Ehegatte die Absicht geäußert hat, die unter vier Augen gefallenen Beschimpfungen im Prozeß zu leugnen.« (Kammergericht Berlin.)"
"30","0.6","0.7424015998840332","0.6","-0.14240159988403323","20. JULI","1957-03-19","1957","12","","","","https://www.spiegel.de/politik/20-juli-a-7b99b83d-0002-0001-0000-000041120693?context=issue","","1953-1957","Score: 6.0/10 - Der Text behandelt die Darstellung des 20. Juli 1944 in der DDR, was einen teilweisen Bezug zur Aufarbeitung des Widerstands gegen den Nationalsozialismus hat.","Das erste Heft einer Erzählerreihe, die der Verlag des Ministeriums für Nationale Verteidigung in der »DDR« herausgibt, beschäftigt sich mit dem Attentats vom 20. Juli 1944. Während dieses Ereignis in...","1045","Das erste Heft einer Erzählerreihe, die der Verlag des Ministeriums für Nationale Verteidigung in der »DDR« herausgibt, beschäftigt sich mit dem Attentats vom 20. Juli 1944. Während dieses Ereignis in sowjetzahlen Publikationen bisher vornehmlich als Putschversuch »militaristischer und bürgerlicher Kreise« zur Rettung des deutschen Imperialismus abgetan wurde, befleißigt sich der Autor des Heftes, den Attentäter, Graf. Stauffenberg, als heldenhaftes Vorbild hinzustellen. Dem Stauffenberg wird dabei besonders zugute gehalten, daß er für ein Bündnis mit allen Widerstandskämpfern - also auch den Kommunisten - eingetreten ist. In einem fiktiven Gespräch, das der Autor den Grafen Stauffenberg mit dessen Freund Haeften führen läßt, darf Stauffenberg für einen sowjetzonalen Helden recht ungewöhnliche Gedanken äußern: »Auch in der Politik wird überall mit Wasser gekocht, sogar in Sowjetrußland. Nur - den Kommunismus in Deutschland einzuführen, wäre idiotisch. Eine neuer Art Diktatur! Niemand von uns kahn eine solche. Entwicklung wollen.«"
"31","0.5","0.7557775378227234","0.5","-0.2557775378227234","Ernst (""Putzi"") Hanfstaengl","1957-10-22","1957","43","","","","https://www.spiegel.de/politik/ernst-putzi-hanfstaengl-a-ce5bcfa0-0002-0001-0000-000041758860?context=issue","","1953-1957","Score: 5.0/10 - Der Artikel über Ernst Hanfstaengl bietet mäßig relevante Informationen über die persönliche Auseinandersetzung mit der NS-Vergangenheit.","Ernst (""Putzi"") Hanfstaengl, 70, Kunsthistoriker und Schriftsteller in München, ehemals Intimus Adolf Hitlers und Auslandspressechef der NSDAP (1931 bis 1934), der 1937 mit dem Nationalsozialismus geb...","853","Ernst (""Putzi"") Hanfstaengl, 70, Kunsthistoriker und Schriftsteller in München, ehemals Intimus Adolf Hitlers und Auslandspressechef der NSDAP (1931 bis 1934), der 1937 mit dem Nationalsozialismus gebrochen hatte und ins Ausland geflüchtet war, monierte in einem Brief an das amerikanische Nachrichten-Magazin »Newsweek«, daß er im vierten August-Heft des Magazins vorbehaltlos als »Hofnarr Hitlers« bezeichnet worden war. Schrieb Dr. Hanfstaengl: Jeder Mensch in der Umgebung Hitlers, der gesonnen war, ihm die Wahrheit zu sagen, habe zwangsläufig diese Rolle (""Hofnarr"") spielen müssen. Jeder Kenner der Weltgeschichte werde bestätigen, daß es in einem solchen Fall nur zwei Möglichkeiten gebe. Entweder sage man seine Meinung geradeheraus und lasse sich die Gurgel durchschneiden, oder man spiele den Idioten und sage mit naivem Grinsen die Wahrheit."
"32","0.5","0.7508177757263184","0.5","-0.25081777572631836","Briefe","1953-01-20","1953","4","","","","https://www.spiegel.de/politik/marianne-simson-a-3fab5032-0002-0001-0000-000025655676?context=issue","","1953-1957","Score: 5.0/10 - Der Brief über ein Gerichtsverfahren und antisemitische Argumente bietet mäßig relevante Informationen zur Aufarbeitung der NS-Vergangenheit.","Es waren die Künstler, die der Major zu seiner Entlastung für das Verfahren aufgeboten hatte, um durch diese seine nationalsozialistische Zuverlässigkeit bescheinigen zu lassen. Hingegen sollte aber d...","1343","Es waren die Künstler, die der Major zu seiner Entlastung für das Verfahren aufgeboten hatte, um durch diese seine nationalsozialistische Zuverlässigkeit bescheinigen zu lassen. Hingegen sollte aber die Aussage von Marianne Simson dadurch diskreditiert werden, daß vor Gericht auf ihre zu einem Viertel jüdische Abstammung hingewiesen wurde. Das Hitler feindlich gesinnte Gericht benutzte mit Befriedigung das nationalsozialistische Argument der jüdischen Abstammung, um die zur Debatte stehende Äußerung der Künstlerin über die Ansichten des Majors als unglaubwürdig zu erklären. Da diese aber nicht das geringste Interesse an der Strafverfolgung des Majors hatte, verzichtete sie darauf, andere Zeugen für die Ansichten des Majors zu benennen oder der Anfechtung ihrer Glaubwürdigkeit aus rassischer Diskriminierung entgegenzutreten. Lediglich Hinkel nahm gegenüber den erwähnten vier Künstlern Marianne Simson in Schutz, damit sich gegen ihre Person nicht eine aus antisemitischen Ressentiments leicht zu erklärende berufliche Benachteiligung ergeben würde. Selbst die Waldheimer Schnelljustiz hat die bekannte Schauspielerin nicht als »Gestapo-Agentin« verurteilt, sondern nur mit der Begründung, daß sie über den Gegner Hitlers eine Bemerkung habe fallen lassen, die zu einer Anzeige bei der Gestapo geführt habe. Hopferau Günter Kaufmann"
"33","0.5","0.7449227571487427","0.5","-0.24492275714874268","OFFIZIERSAUSBILDUNG","1956-01-24","1956","4","","","","https://www.spiegel.de/politik/offiziersausbildung-a-056fa193-0002-0001-0000-000031587201?context=issue","","1953-1957","Score: 5.0/10 - Der Text beschreibt die Umbenennung einer ehemaligen NS-Ordensburg und die Entfernung von NS-Symbolen, was einen teilweisen Bezug zur Aufarbeitung der NS-Vergangenheit hat.","Eine Inspektion der ehemaligen nationalsozialistischen Ordensburg Sonthofen - in der westdeutsche Offiziere ausgebildet werden sollen - hat ergeben, daß die Umbenennung in »Generaloberst-Ludwig -Beck-...","554","Eine Inspektion der ehemaligen nationalsozialistischen Ordensburg Sonthofen - in der westdeutsche Offiziere ausgebildet werden sollen - hat ergeben, daß die Umbenennung in »Generaloberst-Ludwig -Beck-Kaserne« noch nicht ausreichte, um alle unerwünschten Erinnerungen an die nationalsozialistische Zeit zu tilgen. Bevor die Offizierslehrgänge der westdeutschen Streitkräfte dort beginnen können, müssen erst noch Tausende von Hakenkreuzen entfernt werden, die auf den Nieten eingeprägt sind, von denen das Balkenfachwerk der Gebäude zusammengehalten wird."
"34","0.4","0.7770761847496033","0.4","-0.37707618474960325","Randerscheinungen","1957-11-12","1957","46","","['Binding-Briefe']","","https://www.spiegel.de/politik/randerscheinungen-a-4a0a4275-0002-0001-0000-000041759848?context=issue","","1953-1957","Score: 4.0/10 - Der Text über Binding und seine Haltung zum NS-Regime hat nur einen geringen Bezug zur Aufarbeitung der NS-Vergangenheit, da er sich mehr auf persönliche Konflikte konzentriert.","In welche Schwierigkeiten Binding während seiner letzten Lebensjahre - er starb 1938 - mit dieser seiner vorbehaltvollen Billigung des NS-Regimes geraten mußte, ist an einigen Briefen abzulesen, die i...","901","In welche Schwierigkeiten Binding während seiner letzten Lebensjahre - er starb 1938 - mit dieser seiner vorbehaltvollen Billigung des NS-Regimes geraten mußte, ist an einigen Briefen abzulesen, die in dem Briefband zum ersten Male veröffentlicht werden. Sie sind zum Teil symptomatisch für die damalige Gefühlslage der deutsch-national und völkisch gesonnenen Autoren, die von einer Erneuerung der Reichs- und Staatsidee durch Hitler träumten, dabei aber trotz größter Anstrengung die Intoleranz und die Verbrechen der Nationalsozialisten nicht ignorieren konnten. »Unwichtig und kaum verwertbar« Für Binding selbst war zunächst das Unrecht augenfällig, von dem er sich persönlich getroffen fühlte. Drei »Tatbestände«, die er »schon aus Standesbewußtsein nicht ruhen« und auf sich sitzenlassen konnte, veranlaßten ihn, im Juli 1936 eine flammende Beschwerde an die Reichsschrifttumskammer zu richten."
"35","0.4","0.7531195282936096","0.4","-0.3531195282936096","Briefe","1956-02-28","1956","9","","","","https://www.spiegel.de/politik/edmund-forschbach-a-fd4523a8-0002-0001-0000-000031587542?context=issue","","1953-1957","Score: 4.0/10 - Der Brief über studentische Verbindungen und den NS-Studentenbund hat einen geringen Bezug zur Entnazifizierung.","(Nr. 8/1956. Briefe) Leser Sauer häuft zu den,Vorwürfen gegen Forschbach den, daß er die Aktiven seines Bundes zum Eintritt in den NS-Studentenbund aufgefordert habe. Um der Gerechtigkeit willen sollt...","555","(Nr. 8/1956. Briefe) Leser Sauer häuft zu den,Vorwürfen gegen Forschbach den, daß er die Aktiven seines Bundes zum Eintritt in den NS-Studentenbund aufgefordert habe. Um der Gerechtigkeit willen sollte aber nicht verschwiegen werden, daß andere studentische -Verbindungen ähnlich handelten, und zwar durchaus nicht immer aus purer Liebe zum Nationalsozialismus, am allerwenigsten zum vielgehaßten NSDStB, sondern weil man hoffte, dadurch die drohende Liquidierung des gesamten studentischen Korporationswesens abwenden zu können. Heidelberg DR. KARL SAUER"
"36","0.4","0.7516462802886963","0.4","-0.35164628028869627","Der Traum ist aus","1954-12-07","1954","50","","['Gerstenmaier']","","https://www.spiegel.de/politik/der-traum-ist-aus-a-178385fd-0002-0001-0000-000028957981?context=issue","","1953-1957","Score: 4.0/10 - Der Artikel über Gerstenmaiers politische Ansichten hat einen geringen Bezug zur Aufarbeitung der NS-Vergangenheit.","Wen er damit meinte, war nicht allzu schwer zu erraten. Anfangs hatte Gerstenmaier im Bundestag zuweilen noch oppositionellen Beifall, wenn er emphatisch für den Israel-Vertrag plädierte oder der SPD ...","1838","Wen er damit meinte, war nicht allzu schwer zu erraten. Anfangs hatte Gerstenmaier im Bundestag zuweilen noch oppositionellen Beifall, wenn er emphatisch für den Israel-Vertrag plädierte oder der SPD mit deutlichem Hinweis auf die Rechte zurief: »Sie wissen, wo der Feind steht.« Aber diese Gunstbeweise der Linken wurden eingestellt, als der Abgeordnete aus Backnang im Streit um die Westverträge immer vorbehaltloser im Gefolge des Kanzlers segelte. Über die Möglichkeiten von Verhandlungen mit den Sowjets formulierte er 1952 folgerichtig diese Meinung: »Die Sowjets haben kein Recht, auf weitere Ansprüche. Sie haben die Ostzone bis zum letzten ausgesaugt und darüber hinaus wichtiges deutsches Agrar- und Industrieland jenseits der Oder-Neiße-Linie widerrechtlich dem deutschen Volk entrissen. Trotzdem darf man nicht aufhören, den Versuch einer Verständigung mit den Russen zu machen.« Dennoch war er rückhaltlos für die EVG. Immer wieder predigte er: »... Die Militärallianz alten Stils spielt hierbei (bei der EVG) überhaupt keine Rolle (10. Juli 1952) ... Der Gedanke einer deutschen Nationalarmee ist nicht vollziehbar ... Zur Schaffung einer deutschen Nationalarmee fehlen Deutschland so gut wie alle materiellen Voraussetzungen (9. Juli 1953) ... Wir Deutschen haben jedenfalls dem Gedanken grundsätzlich und praktisch abgesagt, daß wir noch einmal national selig und in der Welt etwas werden können mit der Wiederholung etwa der langweilig und stumpfsinnig gewordenen Militärallianzen (29. Oktober 1953) ... Deutschland kann mit einer Nationalarmee alten Stils überhaupt nicht mehr verteidigungsfähig werden (26. Februar 1954) ...« Da scheiterte die EVG über Nacht. Vergebens hatte Gerstenmaier in Straßburg in einer Brandrede gegen den Nationalstaat ausgerufen: »Résistez! Résistez! Résistez!« Der Nationalismus war stärker."
"37","0.4","0.7481551170349121","0.4","-0.3481551170349121","DER DEUTSCHE FÜHLT SOLDATISCH","1957-04-02","1957","14","","","","https://www.spiegel.de/politik/der-deutsche-fuehlt-soldatisch-a-959e88e5-0002-0001-0000-000041120827?context=issue","","1953-1957","Score: 4.0/10 - Der Text über die Vereidigung der neuen Wehrmacht hat einen geringen Bezug zur Aufarbeitung der NS-Vergangenheit.","Mit der Obrigkeit, auf die dieser Eid zu leisten wäre, steht es nun also nicht viel besser. Was wir haben, ist ein Provisorium, das in dieser Form sicher nicht Bestand haben wird. Soll man den Soldate...","1821","Mit der Obrigkeit, auf die dieser Eid zu leisten wäre, steht es nun also nicht viel besser. Was wir haben, ist ein Provisorium, das in dieser Form sicher nicht Bestand haben wird. Soll man den Soldaten auf den Präsidenten dieser vorläufigen westdeutschen Bundesrepublik vereidigen oder auf deren Verfassung? Damit könnte die neue Wehrmacht leicht wieder in dieselbe Rolle geraten wie seinerzeit die Reichswehr. Bei der früher oder später mit Sicherheit einsetzenden Neuordnung unserer politischen Verhältnisse darf die neue Wehrmacht keinesfalls womöglich auf die verkehrte Seite festgelegt sein; dem würde ihr inneres Gefüge sicher nicht gewachsen sein. Soll man also den Soldaten überhaupt'nicht auf die Obrigkeit vereidigen? Das wäre zweifellos in der Lage, in der wir uns heute befinden, das Wünschenswerteste. Aber es bliebe dann nur übrig, den Soldaten zum Gehorsam seinem Vorgesetzten gegenüber zu verpflichten. Auf die Autorität des militärischen Vorgesetzten ist gewiß ganz besonderes Gewicht zu legen. Der Deutsche denkt und fühlt soldatisch. Er ordnet sich leicht und willig einer soldatischen Gemeinschaft ein und ist bereit, seinem Vorgesetzten volles Vertrauen zu schenken und ihm, wenn es sein muß, blindlings zu folgen. Auf diese Seite des deutschen Wesens setze ich meine besten Hoffnungen. Wie aber soll nun dieses neue Deutschland aussehen, für das es sich lohnt, zu leben und zu sterben? Selbstverständlich muß und soll das neue Gebäude auf den Fundamenten der Vergangenheit errichtet werden, ein Grundsatz, der nirgends so sehr zu betonen ist wie gerade beim Neuaufbau einer Wehrmacht ... Wenn wir aus diesen Erfahrungen Nutzen ziehen wollen, ist es zunächst einmal notwendig den Nationalsozialismus und das ganze Geschehen um das Dritte Reich als ein Stück unserer deutschen Geschichte anzuerkennen."
"38","0.3","0.7696111798286438","0.3","-0.4696111798286438","Briefe","1953-02-17","1953","8","","","","https://www.spiegel.de/politik/nau-nau-a-70042f2c-0002-0001-0000-000025655857?context=issue","","1953-1957","Score: 3.0/10 - Der Brief über die ""Nau-Nau-Bewegung"" und die britische Operation hat einen schwachen Bezug zur Entnazifizierung und Aufarbeitung der NS-Vergangenheit.","Selbst Personen, die nie einer NS-Organisation angehört hatten und erst nach 1945 zu meinem privaten Bekanntenkreis zählten, mußten bei dieser Gelegenheit ins Gefängnis wandern. Degerndorf-Brannenburg...","521","Selbst Personen, die nie einer NS-Organisation angehört hatten und erst nach 1945 zu meinem privaten Bekanntenkreis zählten, mußten bei dieser Gelegenheit ins Gefängnis wandern. Degerndorf-Brannenburg E. Müller In Ihrem ausgezeichneten Artikel über die »Nau - Nau - Bewegung« und die britischen Beweggründe für ihre »Aushebung« erwähnen Sie die Operation »Selection Board«, die im Februar 1947 von den Engländern erfunden wurde, um in Moskau bei der Viererkonferenz mit handgreiflichen Beweisen für ihre Nazifeindlichkeit"
"39","0.3","0.7587540149688721","0.3","-0.4587540149688721","Kombinationen für Witwen","1956-01-03","1956","1","","['Anton Storch']","","https://www.spiegel.de/politik/kombinationen-fuer-witwen-a-5b037c9f-0002-0001-0000-000031587130?context=issue","","1953-1957","Score: 3.0/10 - Der Artikel über Anton Storchs Erlebnisse während des Krieges hat einen schwachen Bezug zur Aufarbeitung der NS-Vergangenheit.","Auch in dieser Zeit verstand es Storch, nach Holland zu reisen und sich dort mit Repräsentanten der Christlichen Gewerkschaftsinternationale zu treffen. In diesen schweren Zeiten hatte der verbitterte...","1946","Auch in dieser Zeit verstand es Storch, nach Holland zu reisen und sich dort mit Repräsentanten der Christlichen Gewerkschaftsinternationale zu treffen. In diesen schweren Zeiten hatte der verbitterte, hinausgeworfene Mann nur eine Freude: den Preisskat. Es waren für ihn lichte Augenblicke, wenn er mit einer Gans oder einem anderen Skatgewinn nach Hause gehen konnte. Als 1939 der Krieg kam, wurde der Versicherungsvertreter Anton Storch« inzwischen 47 Jahre alt, zum »Sicheiheits- und Hilfsdienst« dienstverpflichtet, damit, er nach Fliegerangriffen auf Hannover löschen helfe. Er wurde in der hannoverschen Hauptfeuerwache am Goetheplatz stationiert. Als ein Haus fast über ihm zusammenstürzte, mußte er mit einer Rauchvergiftung ins Bett. In diesen Jahren traf ihn ein- schwerer Schlag.- Sein einziger Sohn wurde beim Spielen mit einer geladenen SA-Pistole, die ein Freund mitgebracht hatte, tödlich verletzt. In jenen Jahren, da der spätere Sozialreformer Storch in Hannover Brände löschte und Ruinen einriß, wurden die Prinzipien, nach denen die Sozialversicherung vor der Jahrhundertwende als Schutz für die Armen geschaffen worden war, weiter durchlöchert. Seit 1941 kann sich jeder, ob Fabrikbesitzer, Beamter oder ]Hausierer, von der Allgemeinheit mitversorgen lassen. Er braucht nur vor dem 40. Lebensjahr in die Sozialversicherung einzutreten: Dann kann er sich im Alter eine Rente abholen. Der Grundbetrag, den der Staat -für jeden Sozialversicherten zuschießt, ist dem Versicherten in jedem -Falle sicher. War er gewitzt genug, die Angestelltenversicherung zu nehmen, dann bekommt der Versicherte, wie reich er auch sein mag, vom Staat monatlich 70 Mark für seine Zukunftssicherung geschenkt. Denn so hoch ist hier der Grundbetrag. Je näher das Ende des Krieges rückte, desto mehr machten sich Anton Storch und seine Freunde Gedanken darüber, wie wohl nach dem Zusammenbruch des Nationalsozialismus wieder angefangen werden könnte."
"40","0.3","0.7528923153877258","0.3","-0.45289231538772584","Der allein mögliche Stil","1956-01-31","1956","5","","['Affären']","","https://www.spiegel.de/politik/der-allein-moegliche-stil-a-1db6fae5-0002-0001-0000-000031587311?context=issue","","1953-1957","Score: 3.0/10 - Der Text über die ""nationale Freiheitsbewegung"" hat einen schwachen Bezug zur Aufarbeitung der NS-Vergangenheit.","Schon spürt man das christliche Element. Es geht weiter im »allein möglichen« Stil: »Ein halbes Menschenalter hat das deutsche Volk geduldig jede Demütigung und jeden Frevel ertragen ... »Nun, nachdem...","1485","Schon spürt man das christliche Element. Es geht weiter im »allein möglichen« Stil: »Ein halbes Menschenalter hat das deutsche Volk geduldig jede Demütigung und jeden Frevel ertragen ... »Nun, nachdem endlich der nationalsozialistischen Revolution die Einigung der Nation gelang, hat der Führer das deutsche Volk aufgerufen, einen Tag nach dem fünfzehnten Jahrestage der Waffenstrekkung vor der ganzen Welt, die im Rüstungswahnsinn taumelt, einmütig zu bekennen, daß wir nichts anderes fordern als Frieden, Freiheit und Gleichberechtigung. »Schon oft erlebte es die Welt, daß die regierenden Männer in Deutschland, wenn die gegnerischen Mächte uns die Annahme unwürdiger und unerfüllbarer Verträge zumuteten, dagegen aufs lauteste protestierten und erklärten, niemand werde in Deutschland bereit sein, solche Diktate zu unterzeichnen. Die Ernsthaftigkeit des deutschen Widerstandswillens wurde deswegen bei den anderen meist bezweifelt. »Am 12. November muß es sich zeigen, daß nicht nur der Führer und die Männer, die um ihn stehen, entschlossen sind, bis zum letzten für Deutschlands Ehre und den Frieden der Welt zu kämpfen, sondern daß das ganze deutsche Volk die Friedenspolitik der Regierung Adolf Hitlers unterstützt. »Der Welt muß gezeigt werden, daß die nationale Freiheitsbewegung, die ihren ersten außenpolitischen Einsatz im Kampf gegen den Young-Plan durch Volksbegehren und Volksentscheid vor vier Jahren wagte, heute das deutsche Volk in seiner Gesamtheit ergriffen hat."
"41","0.9","0.7546554207801819","0.9","0.14534457921981814","»STEHEN SIE AUF, VAN DER LUBBE!«","1960-01-05","1960","1","","","","https://www.spiegel.de/politik/stehen-sie-auf-van-der-lubbe-a-d2271c01-0002-0001-0000-000043062906?context=issue","","1958-1962","Score: 9.0/10 - Der Text bietet eine detaillierte Analyse der politischen und juristischen Konsequenzen des Reichstagsbrands, was für die Aufarbeitung der NS-Verbrechen und die gesellschaftliche Auseinandersetzung von großer Bedeutung ist.","Da nun die Arbeiter nichts unternehmen wollten, wollte ich eben etwas tun. Für ein geeignetes Mittel hielt ich irgendeine Brandstiftung.« - Schließlich, einige Wochen später, erläutert van der Lubbe d...","1916","Da nun die Arbeiter nichts unternehmen wollten, wollte ich eben etwas tun. Für ein geeignetes Mittel hielt ich irgendeine Brandstiftung.« - Schließlich, einige Wochen später, erläutert van der Lubbe den Psychiatrie-Professoren Bonhoeffer und Zutt nochmals seine Motive: »Es gebe drei im Grunde verschiedene Arten von Aktionen ... Erstens könne eine Partei etwas unternehmen; das sei aber nicht geschehen ... Zweitens könnten sich ein paar Leute zusammenfinden und etwas gemeinsam unternehmen. Damit habe er kein Glück gehabt... So sei ihm also nur die dritte Möglichkeit geblieben; daß er auf eigene Faust vorginge!« Fraglos waren das durchweg Äußerungen eines politischen Romantikers. Zwar ließ sich aus ihrem nackten Wortlaut ohne sonderliche Schwierigkeit herauslesen, daß van der Lubbe sich selbst als politischen Rebellen gesehen hatte. In Wirklichkeit konnte aber doch kaum ein Zweifel darüber bestehen, daß der einzelgängerische Brandstifter letzten Endes auf großartige herostratische* Selbstdarstellung, nicht aber auf konkreten Aufruhr oder gar praktischen Verfassungsumsturz abgezielt hatte. Freilich: Stellte sich die Tat van der Lubbes - Ende 1933 - plötzlich nicht mehr als die Folge kommunistischer Verhetzung und aktuell reichsgefährdend dar, gab es überhaupt keine kommunistischen Mittäter, dann war allen staatsrechtlichen und strafrechtlichen Konsequenzen, die von den Nationalsozialisten inzwischen aus dem Reichstagsbrand gezogen worden waren, nachträglich die Grundlage entzogen. Nicht nur die Notverordnung des Reichspräsidenten, die einen Tag nach der Brandstiftung ergangen war, mußte wegen mangelnder politischer Berechtigung fragwürdig werden, auch das anschließend durchgedrückte Ermächtigungsgesetz und damit alles, was aufgrund des Ermächtigungsgesetzes von den Nationalsozialisten im Laufe des Jahres 1933 an Machtpositionen geschaffen worden war, wurde zwangsläufig ebenso fragwürdig."
"42","0.9","0.7469825744628906","0.9","0.1530174255371094","Die Kreuzelschreiber","1961-05-02","1961","19","","['Euthanasie']","","https://www.spiegel.de/politik/die-kreuzelschreiber-a-8b34a17e-0002-0001-0000-000043160977?context=issue","","1958-1962","Score: 9.0/10 - Der Text behandelt die ""Aktion T4"" und die Rolle der Justiz im NS-Staat, was für die Untersuchung der NS-Verbrechen und deren juristische Aufarbeitung von außergewöhnlicher Relevanz ist.","Gemeint war »T 4«, und Schlegelberger klärte die Herren auf,»welche Bewandtnis es mit der Vernichtung lebensunwerten Lebenshat«. Auf derselben Tagung gab Schlegelberger den Generalstaatsanwältendie We...","1011","Gemeint war »T 4«, und Schlegelberger klärte die Herren auf,»welche Bewandtnis es mit der Vernichtung lebensunwerten Lebenshat«. Auf derselben Tagung gab Schlegelberger den Generalstaatsanwältendie Weisung, »sämtliche Eingaben, und Strafanzeigen, die sich mitder ,Aktion' befaßten, unbearbeitet dem Reichsjustizministervorzulegen«. * Die Samariter-Stiftung Stuttgart ist eine gemeinnützigeInstitution, die dem badenwürttembergischen Landesverband derInneren Mission angeschlossen ist. * NSV = Nationalsozialistische Volkswohlfahrt, eine karitativeEinrichtung der NSDAP. Untersuchungshäftling Heyde: Todesrunen mit Rotstift Reichsgesundheitsführer Conti, Hitler-Leibarzt Brandt: Vorher eineFlasche Bier ... ... und nachher eine Ulk-Predigt: Tötungsanstalt Schloß Grafeneck Gutachter Villinger, Kihn, Mauz Im Vorraum des Todes ein Hitlerbild Euthanasie-Gegner Ewald Hitler stoppte die Aktion Wurm Grat von Galen Hilfrich Euthanasie-Grab in Hadamar: Tod durch T4 ... NS-Jurist Schlegelberger ... in der Erdbeerzeit"
"43","0.9","0.7463938593864441","0.9","0.15360614061355593","Brauner Scheck","1961-05-30","1961","23","","['Ns-Beamte']","","https://www.spiegel.de/politik/brauner-scheck-a-065584f9-0002-0001-0000-000043364352?context=issue","","1958-1962","Score: 9.0/10 - Der Text behandelt die juristische Auseinandersetzung um Versorgungsansprüche ehemaliger NS-Beamter, was für die Untersuchung der Entnazifizierung und der rechtlichen Aufarbeitung der NS-Zeit von hoher Relevanz ist.","Die falsche Entscheidung des Bayrischen Verwaltungsgerichtshofs begünstigte den Alten Kämpfer: In gesetzlich unzulässiger Weise, aber rechtskräftig, waren die Partei-Rollen umgekehrt worden. Aus dem K...","1860","Die falsche Entscheidung des Bayrischen Verwaltungsgerichtshofs begünstigte den Alten Kämpfer: In gesetzlich unzulässiger Weise, aber rechtskräftig, waren die Partei-Rollen umgekehrt worden. Aus dem Kläger Schecks der vom Staat Geld haben wollte, wurde ein Beklagter, während sich die Gemeinde Garmisch -Partenkirchen in die Rolle der Klägerin gedrängt sah. Schließlich konnte der Alt-Nationalsozialist Jakob Scheck sogar als lachender Dritter, nämlich als »Beigeladener«, zuschauen, wie sich zwei Parteien wegen seiner Versorgungsbezüge vor dem Bayrischen Verwaltungsgerichtshof in den Haaren lagen: - die Gemeinde Garmisch-Partenkirchen als sogenannter Anfechtungskläger, - der Freistaat Bayern (für das Landratsamt) als sogenannter Anfechtungsgegner, vertreten durch die Staatsanwaltschaft beim Verwaltungsgerichtshof. Diese Staatsanwaltschaft, deren Aufgabe es ist, dem Staat im Verwaltungsstreitverfahren beizustehen, setzte sich so energisch für das Landratsamt und mithin auch für die Belange des hohen SA-Funktionärs ein, daß sich zu der prozessualen Fehlentscheidung noch eine materiell-rechtliche Delikatesse gesellte: Dem Alten Kämpfer wurde rechtskräftig bestätigt, daß er bei Kriegsende ordentlicher Beamter gewesen sei. Nach den Vorschriften des 131 er-Gesetzes war er mithin dafür zu entschädigen, daß er nach dem Einzug der Amerikaner »aus dem öffentlichen Dienst ausgeschieden« war. So nahm Scheck mit Hilfe des Freistaats Bayern jene Hürde, die der Bundestag gerade aufgerichtet hatte, um Rechtsansprüche von NS-Beamten auszuschließen, die sich nur per Parteibuch an die staatliche Futterkrippe herangerobbt hatten. Laut Paragraph 7 des 131 er-Gesetzes soll nämlich bei der Prüfung von Versorgungsansprüchen eine Ernennung zum Beamten unberücksichtigt bleiben, wenn sie »wegen enger Verbindung zum Nationalsozialismus vorgenommen worden« ist."
