"chunk_id","primary_relevance_score","vector_similarity_score","llm_evaluation_score","score_difference","titel","datum","jahrgang","ausgabe","autoren","schlagworte","untertitel","url","nr_in_issue","time_window","evaluation_text","content_preview","content_length","full_content"
"40","0.8","0.7477808594703674","0.8","0.05221914052963261","Briefe","1953-02-03","1953","6","","","","https://www.spiegel.de/politik/partisanen-a-5718ffcb-0002-0001-0000-000025655763?context=issue","","1953-1957","Score: 8.0/10 - Automatisch extrahiert","(Nr. 42/52, Deutschland) Ihr Bericht »Partisanen - Alles für Deutschland« enthielt eine Darstellung, die nach sorgfältiger Prüfung des vorliegenden Materials nicht aufrechterhalten werden kann. So ist...","1128","(Nr. 42/52, Deutschland) Ihr Bericht »Partisanen - Alles für Deutschland« enthielt eine Darstellung, die nach sorgfältiger Prüfung des vorliegenden Materials nicht aufrechterhalten werden kann. So ist es unrichtig, daß im Bundesamt für Verfassungsschutz ein Bundestagsabgeordneter vorstellig geworden sei und daß man ihm dort die Tatsache eines Fememordes bestätigt habe. Unrichtig ist ferner, daß man dem Bundestagsabgeordneten erklärt habe, die seinerzeit wegen des Fememordes eingeleiteten Untersuchungen hätten auf Befehl der Amerikaner eingestellt werden müssen. Ebensowenig sind einem bayrischen Journalisten die Vorgänge um den Fememord seitens eines Angehörigen des Bundesamtes für Verfassungsschutz bestätigt worden, noch hat das Amt diesen oder einen anderen Journalisten »beschworen«, bezüglich eines Fememordes nichts an die Öffentlichkeit zu bringen. Damit entfallen alle Schlußfolgerungen und Kombinationen, die seinerzeit an die entsprechenden Ausführungen geknüpft worden sind. Köln Bundesamt für Verfassungsschutz Der SPIEGEL ist auf Grund eigener Nachprüfung zu einer Bestätigung dieser Angaben gelangt. - Red."
"41","1.0","0.7879073023796082","1.0","0.21209269762039185","Presse-Zensur.","1962-07-31","1962","31","","['Deutschland']","","https://www.spiegel.de/politik/presse-zensur-a-747ef851-0002-0001-0000-000045141013?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Die »Frankfurter Allgemeine« und »Die Welt« verweigerten die Aufnahme eines Inserats, mit dem die Journalisten Rolf Gillhausen und Klaus Harpprecht für einen Dokumentarfilm (Arbeitstitel: »Deutschland...","715","Die »Frankfurter Allgemeine« und »Die Welt« verweigerten die Aufnahme eines Inserats, mit dem die Journalisten Rolf Gillhausen und Klaus Harpprecht für einen Dokumentarfilm (Arbeitstitel: »Deutschland - kein Wunder"") ein ehemaliges, geläutertes Mitglied der NSDAP ermitteln wollten. Inseraten-Text: »Wir suchen für seriösen vorurteilslosen Dokumentarfilm ehemalig überzeugten PG, der sich zu seiner Vergangenheit bekennt und zu ihr kritischen Abstand gewonnen hat. Möglichst mit Familie, Sohn und Tochter im Teenager-Alter. Gefragt: ein bißchen Courage; geboten: ein bescheidenes Honorar.« Antwort der FAZ: »Der Anzeigen-Text würde ganz gewiß zu Mißdeutungen Anlaß geben, und denen möchten wir uns nicht aussetzen.«"
"42","1.0","0.7859517931938171","1.0","0.21404820680618286","Das Mysterium -","1961-05-16","1961","21","","['Vertriebene', 'Sudetendeutsche']","","https://www.spiegel.de/politik/das-mysterium-a-7479ce2f-0002-0001-0000-000043364057?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Der Eindruck, den der Verzicht auf jede Kritik am Nationalsozialismus in der Öffentlichkeit, vornehmlich aber bei den westlichen Verbündeten, hätte hervorrufen müssen, wurde von Seebohm rechtzeitig er...","1275","Der Eindruck, den der Verzicht auf jede Kritik am Nationalsozialismus in der Öffentlichkeit, vornehmlich aber bei den westlichen Verbündeten, hätte hervorrufen müssen, wurde von Seebohm rechtzeitig erkannt: Die Koalition mit den Westmächten, auf die allein die Sudetendeutschen heute ihre Heimkehr-Hoffnung stützen, schien ihm ein Bekenntnis zu Demokratie und Antifaschismus wert. Daß die Mehrheit der Sudetendeutschen diese Demonstration freilich als reines Lippenbekenntnis wertet, zeigt das Abstimmungsergebnis über den Antrag, den Seebohm durch seine Rücktrittsdrohung im letzten Augenblick doch noch verhindern konnte: 25 Mitglieder der Bundesversammlung stimmten für den Verzicht auf die Hitler-Passage, 23 fanden sich zur Verteidigung bereit. Betont nachsichtig pflegen die sudetendeutschen Funktionäre auch zu verfahren, sobald die Sprache auf ihre Mitarbeit in der 1938 zur NSDAP konvertierten Sudetendeutschen Partei Konrad Henleins kommt. Der rechte Flügel der Sudetendeutschen Landsmannschaft beispielsweise, der Witiko-Bund, dessen führende Männer Frank Seiboth, Dr. Walter Becher und Franz Karmasin sich von 1938 bis 1945 freudig zu Hitler bekannten, weist östliche Vorwürfe, er sei Vollstrecker der nationalsozialistischen Gewaltpolitik gewesen, weit von sich."
"43","1.0","0.7705467343330383","1.0","0.22945326566696167","MEIN KAMERAD STAUFFENBERG","1959-02-24","1959","9","","","","https://www.spiegel.de/politik/mein-kamerad-stauffenberg-a-a5864927-0002-0001-0000-000042624624?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Später entdeckte ich bei der Lektüre amtlicher Akten, daß mir selbst Offizierskameraden meine freundliche Einstellung gegenüber jenen Deutschen, die mit der Nazi-Bewegung nichts zu schaffen hatten, un...","547","Später entdeckte ich bei der Lektüre amtlicher Akten, daß mir selbst Offizierskameraden meine freundliche Einstellung gegenüber jenen Deutschen, die mit der Nazi-Bewegung nichts zu schaffen hatten, und meine Berichte über Deutschland als Sympathie für den Nationalsozialismus ausgelegt hatten. Wer mir wegen meiner deutschen Abstammung mißtraute, hatte wohl die Tatsache übersehen, daß viele hervorragende Militärführer Amerikas - Krueger, Nimitz, Eichelberger, Ollendorf, Stratemeyer, Spaatz und Eisenhower - deutscher Herkunft sind. Stauffenberg"
"44","1.0","0.7662164568901062","1.0","0.2337835431098938","DIE PHYSISCHE TÄTERSCHAFT IST UNINTERESSANT","1959-12-22","1959","52","","","","https://www.spiegel.de/politik/die-physische-taeterschaft-ist-uninteressant-a-6dcd5ee0-0002-0001-0000-000042623619?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Es ist ein wahrer Rattenschwanz von Fälschungen und leichtfertigem Umgehen mit Tatsachen und Quellen, was Sie in Ihrer Artikelserie über den Reichstagsbrand vor dem Leser ausbreiten. Sie haben sich mi...","1920","Es ist ein wahrer Rattenschwanz von Fälschungen und leichtfertigem Umgehen mit Tatsachen und Quellen, was Sie in Ihrer Artikelserie über den Reichstagsbrand vor dem Leser ausbreiten. Sie haben sich mit der Beseitigung des Wustes ein unzweifelhaftes Verdienst erworben. Man steht geradezu erschüttert vor diesem Ausmaß von Bluff und blanker Phantasie, vor dieser Dreistigkeit der Fälschungen. Kann man den Braunbüchern Münzenbergs und seiner Freunde noch zubilligen, daß ihr Bluffen mit nicht vorhandenem Material um der Abwehr der nationalsozialistischen Unterstellung der kommunistischen Täterschaft willen geschah, so ist die Leichtfertigkeit, mit der spätere, insbesondere Nachkriegsautoren ihrer Phantasie die Zügel schießen ließen, unentschuldbar. Diese Autoren haben der eigentlichen Sache, dem Nachweis der Schuld der Nationalsozialisten, einen schlechten Dienst geleistet. Ich selbst habe von diesem Schrifttum bisher keine Ahnung gehabt; es hatte mich nie interessiert. Denn ich war der Meinung, daß die physische Täterschaft im Grunde uninteressant sei gegenüber dem, was der Nationalsozialismus mit dem Brande angerichtet hat, nämlich die Beseitigung des Rechtszustandes, die Einführung dessen, was man »kraft revolutionären Rechtes« nannte, die Errichtung seiner Terrorherrschaft. Keine Macht der Welt kann die Nationalsozialisten von diesem eigentlichen Verbrechen freisprechen, die Brandstiftung zum Anlaß der Beseitigung des legalen Zustandes genommen zu haben. Hierüber darf keine Unklarheit aufkommen. Denn Sie werden sich wohl ebensowenig wie ich über die Wirkung Ihrer Artikelserie bei allen unkritischen und insgeheim nach den glorreichen Hitlertagen seelzagenden deutschen Zeitgenossen im unklaren sein, von den unbelehrbaren Nationalsozialisten ganz zu schweigen, nämlich zu schließen: Ist dies falsch, so sind auch die anderen angeblichen Greueltaten der Nationalsozialisten erlogen und erstunken."
"45","1.0","0.7655601501464844","1.0","0.23443984985351562","Nicht betroffen","1961-04-11","1961","16","","['Sonnemann']","","https://www.spiegel.de/politik/nicht-betroffen-a-aa87dfb7-0002-0001-0000-000043160747?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","In einem drei Seiten langen Brief, legte Sonnemann, dienstältester und von der Deutschen Partei zur CDU konvertierter Staatssekretär, im Amt Globke seinen selbstverfaßten Persilschein vor: Das England...","790","In einem drei Seiten langen Brief, legte Sonnemann, dienstältester und von der Deutschen Partei zur CDU konvertierter Staatssekretär, im Amt Globke seinen selbstverfaßten Persilschein vor: Das England-Buch, das im Grunde ein wissenschaftliches Werk sei, habe er bereits 1936 verfaßt, doch sei die Veröffentlichung von der Reichsschrifttumskammer abgelehnt worden. Nach Kriegsausbruch sei er dann gedrängt worden, das Manuskript um die jetzt beanstandeten Stellen zu ergänzen. Globke regte an, die Angelegenheit zurückhaltend zu behandeln. Sonnemann verfuhr entsprechend. Auf Rückfragen im Ernährungsministerium wird seither versichert, das Ministerium sei nicht betroffen. Sonnemann werde »zum geeigneten Zeitpunkt« Stellung nehmen. NS-Theoretiker Sonnemann Teils literarisch, teils maritim"
"46","1.0","0.7641494870185852","1.0","0.2358505129814148","Deutsche Tatbestände","1961-03-14","1961","12","","['Führerinformation']","","https://www.spiegel.de/politik/deutsche-tatbestaende-a-95c8d13a-0002-0001-0000-000043160336?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Weil er jedoch den Vorgang nicht angezeigt hat, ist er ebenfalls, und zwar zu zwei Jahren Gefängnis, verurteilt worden.« Unter diesen Sittenbildern aus Deutschlands großer Zeit, wie sie in den Führeri...","1342","Weil er jedoch den Vorgang nicht angezeigt hat, ist er ebenfalls, und zwar zu zwei Jahren Gefängnis, verurteilt worden.« Unter diesen Sittenbildern aus Deutschlands großer Zeit, wie sie in den Führerinformationen festgehalten sind, ist nur ein tröstliches. In Nr. 102 vom 14. August 1942 muß der Führerinformant bekennen, daß der Justiz auch in totalitären Staaten Grenzen gesetzt sind: »Die Plünderung von Güterwagen der Reichsbahn nimmt nach meinen Beobachtungen trotz schwerster Bestrafungen besorgniserregend zu. So schwebt zur Zeit beim Oberstaatsanwalt in Salzburg ein Strafverfahren . . . In dieses Verfahren sind soviel Bahn-, angestellte verwickelt, daß die erforderlichen Verhaftungen beschränkt werden müssen, weil sonst der Bahnbetrieb gefährdet würde.« Und Erleichterung empfindet der heutige Leser beim Gedanken an' den Wiener Kunstmaler Ganser, der »Bilder unter der betrügerischen Behauptung, sie seien von Ihnen, mein Führer, gemalt, zu verkaufen versucht hat.« Ganser starb (Information Nr. 97) an Lungenschwindsucht, bevor er abgeurteilt werden konnte. * Offensichtlich handelt es sich um einen Druckfehler. Auch in der NS-Zeit reichte das Schutzalter für Mädchen bis zum 16. Lebensinformant Schlegelberger Mit Führertype ... ...großdeutsche Sittenbilder: Führerinformation NS-Justizminister Thierack Richter auf Vordermann"
"47","1.0","0.757573664188385","1.0","0.242426335811615","Im Wartestand","1961-02-28","1961","10","","['Ns-Abwicklungsgesetz']","","https://www.spiegel.de/politik/im-wartestand-a-97acc72d-0002-0001-0000-000043159912?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Für diejenigen ehemaligen NS-Angestellten, die in den Genuß einer Entschädigung kommen sollen, ist es unerheblich, daß vom einstigen NS-Vermögen nur noch spärliche Reste übriggeblieben sind. Die »Verb...","1128","Für diejenigen ehemaligen NS-Angestellten, die in den Genuß einer Entschädigung kommen sollen, ist es unerheblich, daß vom einstigen NS-Vermögen nur noch spärliche Reste übriggeblieben sind. Die »Verbindlichkeiten« nach dem NS-Abwicklungsgesetz, die weit höher sind als die verfügbare Masse, müssen aus dem Bundesetat mitfinanziert werden. Dem Bundesfinanzministerium schien es allerdings immer wieder zu riskant, den Bundestag und das Wählervolk mit seinem Abwicklungs-Gesetzentwurf vertraut zu machen. Sogar der am Gesetzentwurf beteiligte, sonst so forsche Gerhard Schröder schreckt davor zurück, zum jetzigen Zeitpunkt mit einem so explosiven Gesetz aufzuwarten: Angesichts der zahlreichen KZ-Verfahren und des anstehenden Eichmann-Prozesses könnte es im Ausland einen ungünstigen Eindruck machen, wenn ausgerechnet jetzt die ehemaligen Büroverwalter der NSDAP aus Bundesmitteln gespeist würden. So darf denn der NSDAP-Kassenleiter außer Diensten Drechsler kaum hoffen daß sein Wunsch nach Rentenerhöhung noch von diesem Bundestag erfüllt wird. Der Gesetzentwurf soll nun in der Schublade bleiben, bis bessere Zeiten kommen."
"48","1.0","0.754417896270752","1.0","0.24558210372924805","Briefe","1959-07-28","1959","31","","","","https://www.spiegel.de/politik/im-namen-des-volkes-a-79e246da-0002-0001-0000-000042622080?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Das ging aber mal besonders schnell. Montag: SPIEGEL-Bericht über Wöhrmann. Donnerstag: Bitte des Wöhrmann um Beurlaubung. So erfreulich dieser Erfolg ist, so gibt er doch zu denken. Wie viele Wöhrman...","1894","Das ging aber mal besonders schnell. Montag: SPIEGEL-Bericht über Wöhrmann. Donnerstag: Bitte des Wöhrmann um Beurlaubung. So erfreulich dieser Erfolg ist, so gibt er doch zu denken. Wie viele Wöhrmanns mögen noch in Amt und Würden sein und nur immer bange auf den nächsten SPIEGEL warten? Und steht dann nichts im SPIEGEL über sie, bleiben sie weiter brav auf dem Posten - von Woche zu Woche. Couragierte Leute! Armes Deutschland! Hannover RUTH ANDREAS In dem Wöhrmann-Bericht erwähnen Sie auch den ehemaligen Oberfeldrichter Dr. Baecker, der heute in Wiesbaden als Anwalt tätig ist. Dieser vornehme Mann hat es in jenen Tagen - anders als Wöhrmann - für seine Pflicht angesehen, so viele deutsche Soldaten als möglich vor der Blutjustiz zu retten. Baecker pflegte sich, wo immer es möglich war, mit den Denunzianten zu unterhalten und versuchte sie davon zu überzeugen, daß es für den Durchhaltewillen des Volkes das beste wäre, wenn sie ihre Anzeige zurückzögen, damit solche Dinge gar nicht erst an die Öffentlichkeit kämen. Damit hat Baecker tatsächlich erreicht, daß es in etwa sechzig Fällen von Wehrkraftzersetzung, die Wöhrmann vermutlich mit einem Todesurteil quittiert hätte, überhaupt nicht zum Prozeß kam. Köln ALFONS HAUER Dem SPIEGEL gebührt aufrichtiger Dank für diese Veröffentlichung. Was in diesem Artikel berichtet wird, nämlich über einen Kriegsrichter, der Menschen zum Tode verurteilte, weil sie »Führerbilder« beschädigten, und der ungeachtet seiner nationalsozialistischen Vergangenheit heute einen der höchsten Richterposten in der Bundesrepublik einnimmt - das ist so ungeheuerlich, so bodenlos, so wahrhaft niederschmetternd, daß es einem förmlich den Magen umdreht. Nein, an ein Deutschland, in dem der Nationalsozialismus so wenig überwunden und abgetan ist, kann man kaum mehr glauben, so sehr man sich auch immer wieder Mühe gibt. Solche Dinge sind fürchterlich."
"49","1.0","0.752602219581604","1.0","0.247397780418396","Tibor Déry: »Die portugiesische Königstochter«.","1959-12-22","1959","52","","['Neu In Deutschland']","","https://www.spiegel.de/politik/tibor-dery-die-portugiesische-koenigstochter-a-5120b450-0002-0001-0000-000042623631?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Fast alle Erzählungen dieses Bandes wurden zwischen 1945 und 1948 geschrieben. Der nach dem ungarischen Aufstand zu neun Jahren Kerker verurteilte, schwerkranke Dichter schildert das makabre Leben in ...","1015","Fast alle Erzählungen dieses Bandes wurden zwischen 1945 und 1948 geschrieben. Der nach dem ungarischen Aufstand zu neun Jahren Kerker verurteilte, schwerkranke Dichter schildert das makabre Leben in den Budapester Luftschutzkellern während der russischen Belagerung 1945, Armut und Chaos nach der »Befreiung« und den volksdemokratischen Alltag unter den neuen Herren. Der nuancenreiche Epiker, den schon Reichsverweser Horthy wegen der Übersetzung des Gideschen Reiseberichts über die UdSSR ins Gefängnis schickte, klagt nie direkt an, sondern spielt die ungebrochene Vitalität seiner Menschen aus gegen die Schrecken des Krieges und eines Regimes, das Unschuldige ihrer Freiheit beraubt (Erzählung »Liebe"") und die Misere verewigen will. Dérys Sympathie gilt dem, was die finsteren Zeiten überdauern wird: dem Kreatürlichen im Menschen, den Kindern und Tieren; gleichwohl ist er alles andere als ein provinzieller Verherrlicher des einfachen Lebens. (S. Fischer Verlag, Frankfurt am Main; 348 Seiten; 16,50 Mark.)"
"50","1.0","0.7488782405853271","1.0","0.25112175941467285","Nordische Entkümmerer","1960-05-03","1960","19","","['Ns-Dokumente']","","https://www.spiegel.de/kultur/nordische-entkuemmerer-a-2ddda64b-0002-0001-0000-000043065613?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Das war jene Gruppe im Verband der evangelischlutherischen Kirchen, gegen die sich später die deutlich antinationalsozialistische »Bekennende Kirche« formierte. Der »Reichsbischof« Ludwig Müller, Repr...","1974","Das war jene Gruppe im Verband der evangelischlutherischen Kirchen, gegen die sich später die deutlich antinationalsozialistische »Bekennende Kirche« formierte. Der »Reichsbischof« Ludwig Müller, Repräsentant der konformistischen »Deutschen Christen«, war - dem sonst kraß antiklerikalen »Stürmer« Julius Streichers zufolge - »ein tapferer Soldat des großen Krieges (1914 bis 1918) und ist seit langem mutiger Bekenner des Nationalsozialismus. Er ist hochgewachsen und hat ein hellhäutiges, helläugiges und edelstirniges Gesicht. Ein Mann, der aussieht wie er, verkörpert das, was wir nordische Rasse heißen. Ein Reichsbischof, der selbst rassisch gut geartet ist, muß zwangsläufig auch das Gute für die Kirche wollen, die er zu betreuen hat«. (Oktober 1934) Aber auch Repräsentanten ideologisch neutraler Sachgebiete, wie Naturwissenschaftler, rehabilitierten der Öffentlichkeit gegenüber den offiziellen Staatswahnsinn. »Wir deutschen Forscher«, bekannte der Physiker und Nobelpreisträger Johannes Stark, »bewundern die Genialität, mit der unser großer Führer Adolf Hitler die Bedeutung sowohl der naturwissenschaftlichen wie der geisteswissenschaftlichen Forschung erkannt hat.« Die deutschen Forscher, meinte Stark, sähen »in Adolf Hitler unseren großen, richtungweisenden Führer«. Unter Stark und seinem Nobelpreisträger-Kollegen Philipp Lenard wurde denn auch die »arische Physik oder Physik der nordisch gearteten Menschen« gegen die »jüdische Mache« der Einsteinschen Relativitätstheorie abgegrenzt, die - wie es damals hieß - »mittels unverständlicher Dinge« eine suggestive Wirkung auf die Massen ausübe. So einheitlich sich solche Repräsentanten der Wissenschaft und der Kirche vor ihrem Publikum erklärten, so uneinig waren Spitzenfunktionäre, wie etwa Alfred Rosenberg und Dr. Joseph Goebbels, nicht nur in Fragen der Zuständigkeit ihrer Dienststellen, sondern auch über die Art und Weise, das »nationalsozialistische Ideengut« an den deutschen Mann zu bringen."
"51","1.0","0.7486554384231567","1.0","0.25134456157684326","Georg Franz-Willing: »Die Hitlerbewegung«.","1962-06-19","1962","25","","['Neu In Deutschland']","","https://www.spiegel.de/kultur/georg-franz-willing-die-hitlerbewegung-a-20ac7012-0002-0001-0000-000045140548?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Der Autor, Schüler des Österreichers Heinrich Ritter von Srbik, als Fachhistoriker durch seine Bücher »Kulturkampf« und »Liberalismus« ausgewiesen, hat den Nationalsozialismus weder von der Ideologie ...","661","Der Autor, Schüler des Österreichers Heinrich Ritter von Srbik, als Fachhistoriker durch seine Bücher »Kulturkampf« und »Liberalismus« ausgewiesen, hat den Nationalsozialismus weder von der Ideologie noch von der Vita Hitlers her seziert. Dicht an den Fakten bleibend und reichlich enzyklopädisch zeichnet er die Entstehung der Hitler-Partei nach und demonstriert an teilweise unveröffentlichten Quellen, wie aufnahmebereit der Boden im reaktionären Nachkriegsbayern war: Spezifisch bayrische Verhältnisse waren nötig, um aus einer lächerlichen politischen Sekte eine nationale Bewegung zu machen. (R. v. Deckers Verlag G. Schenck, Hamburg; 256 Seiten; 24Mark.)"
"52","1.0","0.7481836080551147","1.0","0.25181639194488525","MEIN KAMERAD STAUFFENBERG","1959-02-24","1959","9","","","","https://www.spiegel.de/politik/mein-kamerad-stauffenberg-a-a5864927-0002-0001-0000-000042624624?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Er glaubte nämlich, Lindbergh könne von Generalfeldmarschall Göring und dem Weltkrieg-I-Helden Udet Informationen über die Nazi-Luftwaffe erlangen, an die bisher kein Ausländer herangekommen war. Der ...","1792","Er glaubte nämlich, Lindbergh könne von Generalfeldmarschall Göring und dem Weltkrieg-I-Helden Udet Informationen über die Nazi-Luftwaffe erlangen, an die bisher kein Ausländer herangekommen war. Der Plan funktionierte. Dem Obersten Lindbergh wurden die Heinkel -Werke in der Nähe von Oranienburg gezeigt, wobei er alles besichtigen konnte. Außerdem wurde ihm jede Frage, die er hinsichtlich der deutschen Luftwaffen - Entwicklung stellte, beantwortet. Es war offensichtlich: Die Deutschen waren zum Kriege bereit, vor allem auf dem Gebiet der Luftrüstung. Der eigentliche Zweck der Deutschlandreise Lindberghs war auch den politischen Stellen in Washington bekannt. Und dennoch ernteten Smith und Lindbergh statt der Dankbarkeit ihrer Landsleute nur die Vorwürfe einer politischen Clique, die absichtlich die deutsche Kampftüchtigkeit ignorieren wollte. Nach seiner Rückkehr aus Deutschland setzten unbekannte Personen den Oberst Smith einer ungewöhnlichen und zweifellos unamerikanischen Verfolgung aus. Diese Gestapo-Taktik war so erfolgreich, daß sich Generalstabschef Marshall im Sommer 1941 gezwungen sah, Oberst Smith für einige Zeit aus Washington zu entfernen. Ich habe die Erlebnisse des Obersten Smith so ausführlich beschrieben, weil ich glaube, daß die amerikanische Nation erfahren sollte, wie dubiose Figuren einen Amerikaner von unbezweifelbarer Loyalität ungerechtfertigt attackierten, während ihr Präsident mit Recht die Gestapo-Methoden des nazistischen Deutschlands verurteilte. Später entdeckte ich bei der Lektüre amtlicher Akten, daß mir selbst Offizierskameraden meine freundliche Einstellung gegenüber jenen Deutschen, die mit der Nazi-Bewegung nichts zu schaffen hatten, und meine Berichte über Deutschland als Sympathie für den Nationalsozialismus ausgelegt hatten."
"53","1.0","0.7477675676345825","1.0","0.2522324323654175","Bodo Scheurig: »Freies Deutschland«.","1960-07-05","1960","28","","['Neu In Deutschland']","","https://www.spiegel.de/kultur/bodo-scheurig-freies-deutschland-a-c1af7926-0002-0001-0000-000043066209?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Der Berliner Historiker, Schüler von Professor Herzfeld, hat diese Studie über das Nationalkomitee und den in der Sowjet-Union gebildeten Bund Deutscher Offiziere geschrieben, weil nach seiner Ansicht...","1436","Der Berliner Historiker, Schüler von Professor Herzfeld, hat diese Studie über das Nationalkomitee und den in der Sowjet-Union gebildeten Bund Deutscher Offiziere geschrieben, weil nach seiner Ansicht zwar »die Widerstandsgruppen, die innerhalb des Reiches ... gegen Hitler aufzutreten wagten, vorwiegend eine zustimmende Darstellung fanden«, die Bewegung »Freies Deutschland« jedoch »von Anfang verfemt« blieb. Scheurig hat alles Material, das er über den »Verrat« deutscher Offiziere in russischer Kriegsgefangenschaft nach Stalingrad zusammentragen konnte, gesichtet und wissenschaftlich exakt ausgewertet. Dabei ergibt sich das Bild einer Gruppe von Offizieren, die dem Nationalsozialismus abschworen und mit den Sowjets gemeinsame Sache machten, weil sie von der drohenden Niederlage überzeugt waren. Scheurig arbeitete die Illusion dieser Männer um Paulus und Seydlitz klar heraus, die in den Jahren 1943/44 wähnten, durch einen Sturz Hitlers die Besetzung und eine totale Niederlage Deutschlands verhindern zu können. Das Zerrinnen dieser Illusion - spätestens nach der Konferenz von Teheran - ist nicht ohne Tragik. Dem Forscher Scheurig sind sowjetische Archive nicht zugänglich gewesen, so daß er vorwiegend auf deutsche und amerikanische Dokumente und Aussagen angewiesen war, die er jedoch von Emotionen und Rechtfertigungsversuchen sorgfältig gereinigt hat. (Nymphenburger Verlagshandlung, München; 272 Seiten; 17,80 Mark.)"
"54","1.0","0.7477242946624756","1.0","0.2522757053375244","Briefe","1959-07-28","1959","31","","","","https://www.spiegel.de/politik/im-namen-des-volkes-a-79e246da-0002-0001-0000-000042622080?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Nein, an ein Deutschland, in dem der Nationalsozialismus so wenig überwunden und abgetan ist, kann man kaum mehr glauben, so sehr man sich auch immer wieder Mühe gibt. Solche Dinge sind fürchterlich. ...","1262","Nein, an ein Deutschland, in dem der Nationalsozialismus so wenig überwunden und abgetan ist, kann man kaum mehr glauben, so sehr man sich auch immer wieder Mühe gibt. Solche Dinge sind fürchterlich. Berlin-Charlottenburg FELIX V. LEPEL Als ganz gewöhnlicher Wehrkraftzersetzer, der im Gegensatz zu den Nazi-Richtern noch heute auf seine Wiedereinstellung wartet, wundere ich mich immer wieder darüber, mit welcher Verve Du Dich ins Geschirr legst, um gewissen Angehörigen des »Richterkorps« eins auszuwischen. Berlin W 30 HELMUT RISSOL Aber, Herr Hertslet, ein Führerbild macht man doch nicht zur Sau, selbst wenn Ihnen der Wehrdienstverweigerer von 1912 (Hitler) unsympathisch ist. Eine etwas realere Denkweise erscheint in jeder Hinsicht angebracht, und so habe ich zum Beispiel das Führerbild am 10. Mai 1945 bei den neu angekommenen Besatzern gegen eine Bratpfanne eingetauscht, was Ihnen für künftige Fälle zur Nachahmung empfohlen sei. Köln JOSEPH SCHMITZ Daß sich Kopfjäger aus der Hitlerzeit heute noch an prominenter Stelle bewegen - bei Tucholsky: Das ist Deutschland! Neuß (Rhein) ALFRED LANGE Mir scheint, daß auf der Anklagebank der Nürnberger Prozesse auch eine ganze Anzahl deutscher Kriegsgerichtsräte gefehlt hat. Düsseldorf UDO SEMRAU Wöhrmann"
"55","1.0","0.7460224628448486","1.0","0.25397753715515137","Briefe","1959-07-07","1959","28","","","","https://www.spiegel.de/politik/versagte-ansprueche-a-6a344f20-0002-0001-0000-000042625893?context=issue","","1958-1962","Score: 10.0/10 - Automatisch extrahiert","Der SPIEGEL führt als Konsequenz der Rechtsprechung des Bundesverwaltungsgerichts aus: Nur ausgemachte Dummköpfe, die keinen anderen - sachlichen - Grund als die Parteimitgliedschaft vor 1933 für ihre...","1495","Der SPIEGEL führt als Konsequenz der Rechtsprechung des Bundesverwaltungsgerichts aus: Nur ausgemachte Dummköpfe, die keinen anderen - sachlichen - Grund als die Parteimitgliedschaft vor 1933 für ihre Beamten-Bestallung nach 1933 anzuführen wissen, gehen heute leer aus. Reguläre Parteibuchbeamte des NS-Staates hingegen, die auch nur eine Spur sachlicher Motive für ihre Amtskarriere von Hitlers Gnaden vorzeigen können, bekommen heute Pension. Diese Darstellung, die in keiner Weise der Rechtsprechung des Bundesverwaltungsgerichts zu Paragraph 7 des Gesetzes zu Artikel 131 des Grundgesetzes entspricht, gibt mir Veranlassung, Sie auf eine Äußerung des aktiven Widerstandskämpfers gegen Hitler, Fabian von Schlabrendorff, aufmerksam zu machen. Von Schlabrendorff führt aus, daß gerade dieses Gericht stets bemüht ist, sich mit der nationalsozialistischen Vergangenheit in einer Weise auseinanderzusetzen, die sowohl den Rechtsgedanken achtet, als auch unserem politischen Empfinden gerecht wird. Das Gericht habe alle Versuche ehemaliger ausgesprochen nationalsozialistischer Beamter auf Gewährung einer Pension zurückgewiesen. In Übereinstimmung mit dem Bundesverfassungsgericht gewähre dieses Gericht solchen Beamten aus der Zeit des Nationalsozialismus keinen Pensionsanspruch, die ihre Beamtenstellung im wesentlichen der Zugehörigkeit zum Nationalsozialismus verdanken und nicht ihrer Vorbildung und Tüchtigkeit. Berlin DR. HANS JOACHIM BECKER Bundesrichter beim Bundesverwaltungsgericht"
